image_id,label,filename,rel_path,full_path,width,height,aspect_ratio,is_small,sha256,dhash,is_duplicate,duplicate_of,use_for_training,product_group,split
straight_108,straight,108.jpg,straight/108.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\108.jpg,280,755,0.371,True,1f3d28b05bac5619fa22224d364548fdfe55588c48262881e6a94bcc7b281362,f0f0f0f0f0f0f0f0,False,,True,pg_straight_007,train
straight_109,straight,109.jpg,straight/109.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\109.jpg,300,747,0.402,False,4940e00daa25636dcce9ec28c31111def37d6762c338359d0db9af06c23aa446,7cf0f0f0f0f0f0f0,False,,True,pg_straight_007,train
straight_11,straight,11.jpg,straight/11.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\11.jpg,1100,1100,1.0,False,36a39b62add44a561f5d732451c2be05449680dc6fb458fa8873677cb9131964,ccb2b2b2b2b2f28c,False,,True,pg_straight_009,val
straight_110,straight,110.jpg,straight/110.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\110.jpg,372,786,0.473,False,580d304d895d844bf217bf84ada8c6f9900c8f6a8c697046d9e5e382166720b1,7070707070727272,False,,True,pg_straight_010,train
straight_111,straight,111.jpg,straight/111.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\111.jpg,327,777,0.421,False,f1a2d2b3b677f0f6a6c2f7f846b7be1d8ad171845a2ade51ae8a9ed35ef5da10,7171717171717171,False,,True,pg_straight_008,val
straight_112,straight,112.jpg,straight/112.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\112.jpg,656,820,0.8,False,53676b778358f96de7a1a927924c4fbb756ac3e91f46eb5fb1a3dc7926def506,b0b1b1b1b1b1b130,False,,True,pg_straight_002,train
straight_113,straight,113.jpg,straight/113.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\113.jpg,667,866,0.77,False,913de67e69493a8c2f31447d587e300662225a8416f8fddf12a01a4dd028d0ea,2871716161616160,False,,True,pg_straight_011,train
straight_114,straight,114.jpg,straight/114.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\114.jpg,712,861,0.827,False,b215071776f99a99508e56364c4fa35d261473764f565340b11cf263658c8e82,7060606060606060,False,,True,pg_straight_012,train
straight_115,straight,115.jpg,straight/115.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\115.jpg,547,766,0.714,False,1313db5a2df59ea5275cd2164f45128d6710a9fbc8149f717fbfc42052c13280,30b131b1b1b1b1b1,False,,True,pg_straight_002,train
straight_116,straight,116.jpg,straight/116.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\116.jpg,660,732,0.902,False,272a6b5518e797b808f7d2b32c065eb60af8f0cfebe0f510d9544840a7fcdbaa,0072726060606030,False,,True,pg_straight_013,train
straight_117,straight,117.jpg,straight/117.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\117.jpg,665,720,0.924,False,29e440d94049d9c627019643029d71d54a231f0c89c03a80597279f9bea441f9,30b2707070727232,False,,True,pg_straight_014,train
straight_118,straight,118.jpg,straight/118.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\118.jpg,652,687,0.949,False,79fb1340c3d3f8e4f72040d0f38cb9c9e728c7d1119ca4518e8e7cafd1e968e3,30b1b0b0b1b1b1b0,False,,True,pg_straight_002,train
straight_119,straight,119.jpg,straight/119.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\119.jpg,706,701,1.007,False,84e77e96ead15b77ba7d1b0aef00fd9be4e7595481e8cfb1dbd27f2972e80311,30b0b0b0b0b0b0b2,False,,True,pg_straight_002,train
straight_12,straight,12.jpg,straight/12.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\12.jpg,230,230,1.0,True,c24ebe2926e55cfb36ef0d2c0a697ade1c6fb47f2e958fb199514bf9b4600fdd,b0b2a2a0a0a02028,False,,True,pg_straight_015,train
straight_120,straight,120.jpg,straight/120.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\120.jpg,707,692,1.022,False,e0aaf8f6bd11ea9ecd7aab99f35c95cc60fd268093871ce6f9ccf2a3dd6e84e7,b0b1b1b1b1b1b1b0,False,,True,pg_straight_002,train
straight_121,straight,121.jpg,straight/121.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\121.jpg,692,687,1.007,False,30bb49e0084efc261a27d4a52ed418f52f5a7d4b14dc3a5bfffc1a63b28b05ef,30b0b0b0b0b0b0b0,False,,True,pg_straight_002,train
straight_122,straight,122.jpg,straight/122.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\122.jpg,600,767,0.782,False,773e62c341ab18b833a86a8f1f4a257f151069c30d9eb934be700f0f3b1e2537,3060606060606060,False,,True,pg_straight_012,train
straight_123,straight,123.jpg,straight/123.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\123.jpg,547,746,0.733,False,0bac54535d399be20fe422aa826a19c37279a743432eb889bd318b6f9cd25d68,7069616161616171,False,,True,pg_straight_016,val
straight_124,straight,124.jpg,straight/124.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\124.jpg,692,667,1.037,False,2d1708c980aa62c6b7325d073347ffeb1e0c03cf3a0bc940d18603b0ec70dc00,7262626262626272,False,,True,pg_straight_017,train
straight_125,straight,125.jpg,straight/125.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\125.jpg,497,802,0.62,False,0b779d73090fed8c3580100109ff2016ada925d5e0c698e4ef07a38d67b066f8,e9e1616169696961,False,,True,pg_straight_018,train
straight_126,straight,126.jpg,straight/126.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\126.jpg,482,712,0.677,False,122f45a8e15c6bcce54ead3db6fc8fb57ff4bf7d890dcec893fa4e646d57c935,00b9b9b9b9b9b130,False,,True,pg_straight_019,val
straight_13,straight,13.jpg,straight/13.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\13.jpg,360,360,1.0,False,c31db817355baefe1d3752f3e6fb550a24d9460867dab2ce6cb16af8e083f463,61e9e9e9e9e96961,False,,True,pg_straight_020,train
straight_14,straight,14.jpg,straight/14.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\14.jpg,1100,1100,1.0,False,927c4bf364298642b1d08f22e3b41ac57b82120f3bf9742721e8243400a42c28,ccb2b2b2b2b2f28c,False,,True,pg_straight_009,val
straight_15,straight,15.jpg,straight/15.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\15.jpg,1000,1000,1.0,False,241c583a602de5db50db4b53bc1fe0fadb57a6ce83fcef747e3604f16105879b,0e71f1f1f0f13131,False,,True,pg_straight_021,train
straight_16,straight,16.jpg,straight/16.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\16.jpg,900,940,0.957,False,175f7baad1d871f55af38d693c31ba4a4ea28bfd7acd5952d6cb573df3ace213,1020b0b0b2b0b200,False,,True,pg_straight_022,train
straight_17,straight,17.jpg,straight/17.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\17.jpg,554,554,1.0,False,4cccc205a62cb977b8e0b82863e7a8cc3f55e8852c659144f0b24f24a0ca628b,0406060686064606,False,,True,pg_straight_023,train
straight_18,straight,18.jpg,straight/18.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\18.jpg,430,500,0.86,False,e06106fd5e0b8e16046a4987bf46743de67d8406693a3e434e785e96575a36df,000d4d4d4d4d4d00,False,,True,pg_straight_024,train
straight_19,straight,19.jpg,straight/19.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\19.jpg,600,400,1.5,False,a618bfd7c5db8472a69308a35ebae271d466491ac801a87c3322d6f05597b354,00b2b2b2b2b2b270,False,,True,pg_straight_002,train
straight_2,straight,2.jpg,straight/2.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\2.jpg,430,500,0.86,False,e4a6cabfb3f59b1516d4a074391734dbe0f75707921cba1e6ef9ba1143a870e4,000c4d4d4d4d4d00,False,,True,pg_straight_024,train
straight_20,straight,20.jpg,straight/20.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\20.jpg,1000,1000,1.0,False,24ae7595e4bdf2ab93d8df0c3ace4cdd3d13f95e72b3d366ea2b842309f03229,0430b232b2f2f21c,False,,True,pg_straight_025,train
straight_21,straight,21.jpg,straight/21.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\21.jpg,450,450,1.0,False,ef99d2a9cf7168ef190de565b36c7e6f65157adf6ff0e9c723788b71b53ac108,00b2b2b0b0b0b030,False,,True,pg_straight_002,train
straight_22,straight,22.jpg,straight/22.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\22.jpg,800,800,1.0,False,9914f4a9a9a5bc943397fd7a15c6688226bf8833cb3535a4054f969bbdfde67c,10b2b0b0b0b0b230,False,,True,pg_straight_002,train
straight_23,straight,23.jpg,straight/23.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\23.jpg,447,447,1.0,False,6c27102b15b90fdf2e0dd30a7bb1897638d44857dd54537ae1b30b5e36c7676d,30b2b2b2b2b2b2b2,False,,True,pg_straight_002,train
straight_24,straight,24.jpg,straight/24.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\24.jpg,447,447,1.0,False,03ed2e79765aa164aee6ee196b5300664bbc86a6ab81701b7d57ce2bafda6609,00b2b2b0b0b0b0b0,False,,True,pg_straight_002,train
straight_25,straight,25.jpg,straight/25.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\25.jpg,225,225,1.0,True,e74e966c6f117c98a0186123967893232171ff391b71a2840f02fe1579b38f6b,30b2b2b2b2b2b2b0,False,,True,pg_straight_002,train
straight_26,straight,26.jpg,straight/26.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\26.jpg,220,229,0.961,True,9f0fbb2b0fbddc84de4aa1ebed2a05a5998f4ff1b1e1ce92caf89aa6c4bfdd62,00b2b0a0a0b0b000,False,,True,pg_straight_026,val
straight_27,straight,27.jpg,straight/27.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\27.jpg,225,225,1.0,True,1623f012f23269739eb7f35db031fd16e1ddf5588fc5196b269edc501f44dff1,30b2b2b2b2b2b2b2,False,,True,pg_straight_002,train
straight_28,straight,28.jpg,straight/28.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\28.jpg,183,275,0.665,True,907539b170a16ae7adbe18dd4a6193784127b89d868894cfcb59ea1fb2e249fd,2000b2b2b2b2b200,False,,True,pg_straight_022,train
straight_29,straight,29.jpg,straight/29.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\29.jpg,437,457,0.956,False,ea61c0abd5f91559f2d1daac0f6b1c1f7cdd2c3f1699da5dea42a3d1e8d40c06,003020b2b2b0b000,False,,True,pg_straight_027,train
straight_3,straight,3.jpg,straight/3.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\3.jpg,860,860,1.0,False,6d9d700d377ea09912ff2afc6c3e3d94cfc525a13644f671ec20fc00e13e78bf,203032b2b2323230,False,,True,pg_straight_028,train
straight_30,straight,30.jpg,straight/30.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\30.jpg,554,554,1.0,False,38d904902ae1d256a292a7ffcc1f52fb4c52645ab58523048c057cc6fddbe851,32b2b2b2b2b2b232,False,,True,pg_straight_002,train
straight_31,straight,31.jpg,straight/31.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\31.jpg,225,225,1.0,True,7fefdfee821fc78f7b6c8438fa1991fadc1f63ed1e7159901930820758287c3f,b232323232b2b2b2,False,,True,pg_straight_002,train
straight_32,straight,32.jpg,straight/32.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\32.jpg,225,225,1.0,True,a648dccbf1c744f5f6b6b6850c4518b81f3480740b92827ebcaaf8d7ebd0c995,dd7931b9f9f0f2f3,False,,True,pg_straight_029,train
straight_33,straight,33.jpg,straight/33.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\33.jpg,447,447,1.0,False,707e3b8b63d0e74a0daa50aa5ed64129cdd347631c5019cfb8da969b9048b887,2dedcdcdcdcdcde7,False,,True,pg_straight_030,val
straight_34,straight,34.jpg,straight/34.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\34.jpg,225,225,1.0,True,574a58b75f302b271535e850567f949af18a20b86945c5cdc3c45c9a4ddd4bb2,30b2b2b2b2b2b230,False,,True,pg_straight_002,train
straight_35,straight,35.jpg,straight/35.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\35.jpg,194,259,0.749,True,f96a92c328e4fed238291c3814fb0a56f1290359c792bb82ecc5667ae5984e78,3000b0b2b2b2b200,False,,True,pg_straight_022,train
straight_36,straight,36.jpg,straight/36.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\36.jpg,220,229,0.961,True,1c5a543e18da4ceb2d484f566ef4edcebd9e7e960fb5bff02b74dec776a39eaa,00b2b0a0a0b0b000,False,,True,pg_straight_026,val
straight_37,straight,37.jpg,straight/37.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\37.jpg,671,690,0.972,False,8d406cba700988badab3f03e8af530771b35d3654ac8a0d4ad0722b90290048f,302262626262e3e3,False,,True,pg_straight_031,val
straight_38,straight,38.jpg,straight/38.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\38.jpg,496,660,0.752,False,aae476eda2091ae480e4214a0f2fca446ea213d6c4cdf2f5714337f6d44963cc,6062626262626262,False,,True,pg_straight_017,train
straight_39,straight,39.jpg,straight/39.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\39.jpg,582,717,0.812,False,ec8102171c8bb5d16b1b1b60c610f685ff73e788a07d122d7699b8b695ea6187,4dcd4d45444e4ece,False,,True,pg_straight_032,train
straight_4,straight,4.jpg,straight/4.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\4.jpg,600,600,1.0,False,1111d0df1a3d3e32ca3737608aa1b019b914f6dc52e904ecd0207c13278d71b9,b0b0a4a2b2a2a0e0,False,,True,pg_straight_033,train
straight_40,straight,40.jpg,straight/40.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\40.jpg,615,592,1.039,False,af04c8620d782bbf0d463e74fb1e2d2a9eeb4f643f15fed93d9720b47c8bae98,7262626262626262,False,,True,pg_straight_017,train
straight_41,straight,41.jpg,straight/41.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\41.jpg,491,582,0.844,False,986b03283728497bbcef68366c49bf7d65766afdba0bd063220dc1ad7c47dad7,e0e0e0e0e0e0e0e0,False,,True,pg_straight_034,val
straight_42,straight,42.jpg,straight/42.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\42.jpg,642,592,1.084,False,92501a13a7cee1d7b9bcc31674c14e96684df21aafb2775dfb58589c69ddbd81,72b2b2b2b2b23233,False,,True,pg_straight_002,train
straight_43,straight,43.jpg,straight/43.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\43.jpg,797,765,1.042,False,ccb1c94f26b4fd6506faeb2edaf12f0ed417bc3c587ad51f770bf294ab817d39,12320c05160d0ce0,False,,True,pg_straight_035,train
straight_44,straight,44.jpg,straight/44.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\44.jpg,785,747,1.051,False,70bf3d0066e32a081dc43bbdd60cd05a4f99f6fd9157904e5667fd8694227878,32322425362526e4,False,,True,pg_straight_036,train
straight_45,straight,45.jpg,straight/45.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\45.jpg,830,757,1.096,False,78443d61e225d0815da63a4b67471199fe07f56cd024a5a392ea5f1a781814eb,32b2b2b2b2b2b2b2,False,,True,pg_straight_002,train
straight_46,straight,46.jpg,straight/46.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\46.jpg,761,802,0.949,False,8c6e839e0358eac0e84afc1e5cc047cd4c84ec7ab1d64b0d0945229e5293b889,8ce4e4e8c8e06060,False,,True,pg_straight_037,val
straight_47,straight,47.jpg,straight/47.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\47.jpg,870,845,1.03,False,a7ec3c9a0e30c171502226c6a3ff268861a657409218a8a6f061bf31cd42bc6b,cc8c8cccccccc4e4,False,,True,pg_straight_038,train
straight_48,straight,48.jpg,straight/48.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\48.jpg,827,841,0.983,False,8b007e71522312d246d2ce35fc5f12aefc5b5c08513a303abec59ae425180405,cc8ec4c4ccc4c6a4,False,,True,pg_straight_039,train
straight_49,straight,49.jpg,straight/49.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\49.jpg,532,435,1.223,False,6ccb07884fcaca5f929614b441822ac02fab84a6e829dc9f228736b671219d9f,0070180e03917868,False,,True,pg_straight_040,val
straight_5,straight,5.jpg,straight/5.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\5.jpg,493,740,0.666,False,98b04dfafac7bb9e9adca5473ba31ddff27945433b77d20095e3d98aac6de1a2,0060707070707070,False,,True,pg_straight_041,val
straight_50,straight,50.jpg,straight/50.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\50.jpg,822,780,1.054,False,d918022c1305b3c36cc6f7750ca9a26fa4a428259854929a45330372017865f2,ccf0f2f0b2b0f0f0,False,,True,pg_straight_042,train
straight_51,straight,51.jpg,straight/51.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\51.jpg,865,770,1.123,False,9ee6c5aad161c93fc08cc40e6dd2e89f28a5cad705058cbfa4b89bc9d51f85d5,ccd4d49494949cf0,False,,True,pg_straight_043,train
straight_52,straight,52.jpg,straight/52.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\52.jpg,812,742,1.094,False,fc4f3c6146f8e37d792920f613a677e9245340fcdeef79b423d4122b4ddc4092,f0f2f2f2b2f2f0f0,False,,True,pg_straight_044,train
straight_53,straight,53.jpg,straight/53.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\53.jpg,840,832,1.01,False,8c903687cb473aa0f7f1e5a2aab652e4655ca82b9e7481bbe88939393c5a682a,d4d4d4d494949cd4,False,,True,pg_straight_045,train
straight_54,straight,54.jpg,straight/54.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\54.jpg,662,585,1.132,False,dd77d906cf732bd3714d25d0c6b5b8ffefb096d935c875e7714ff47b8a717229,371b8dc66361d1c1,False,,True,pg_straight_046,train
straight_55,straight,55.jpg,straight/55.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\55.jpg,661,740,0.893,False,b99a04205c3c68600f802ec3603d5e16371f3610abe11df1de1acea62a8d3c9a,30f1819131317179,False,,True,pg_straight_047,val
straight_56,straight,56.jpg,straight/56.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\56.jpg,475,700,0.679,False,12eb74b686756b9e6835750bec6db72c6d95ba9f0b3b3e4cc307b8e776c43295,4f8e860e4ecccdc7,False,,True,pg_straight_048,val
straight_57,straight,57.jpg,straight/57.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\57.jpg,522,672,0.777,False,b4daa592520f9825c4014407b4930879159f65f0a8e35090e8a55c92a9a24470,3b23333389888898,False,,True,pg_straight_049,train
straight_58,straight,58.jpg,straight/58.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\58.jpg,667,726,0.919,False,e41cdf0d1f2840734908bd98763290ed1fe21c6d8c52efdb27b42a57cf747e5a,26454e4a1b737363,False,,True,pg_straight_050,val
straight_59,straight,59.jpg,straight/59.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\59.jpg,520,721,0.721,False,e49fcdbfb21844c672284aceb4a79a13be73959afcf20bbd7129a63c46054571,c1c0c3c3c3c2c3c0,False,,True,pg_straight_051,train
straight_6,straight,6.jpg,straight/6.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\6.jpg,560,560,1.0,False,78850b675163d808fad97442e7804aea65740f9daa639aa54f3383d667b51030,34b2b2b2b2b2b230,False,,True,pg_straight_002,train
straight_60,straight,60.jpg,straight/60.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\60.jpg,577,685,0.842,False,c554ac813ab63157f873ebe90d2b2c1b4af3f393969e584f61b7cdcbe71cee41,4260636766664647,False,,True,pg_straight_052,train
straight_61,straight,61.jpg,straight/61.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\61.jpg,601,715,0.841,False,8dac3005d8764154ab905a3d7f7ed9c4882f8274feab5ad4060766409bd98207,6360636363626361,False,,True,pg_straight_053,val
straight_62,straight,62.jpg,straight/62.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\62.jpg,562,721,0.779,False,3015ff61d6a6c51666193c2939258eb833528fb6a71ac6f304c2bcf1e6b4c435,c7c7464646464646,False,,True,pg_straight_054,train
straight_63,straight,63.jpg,straight/63.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\63.jpg,471,517,0.911,False,f2b33878e5ae367231fd732e8090f4d22bd4537e08cd04a36f091e1ae1c418ba,3068787878787878,False,,True,pg_straight_055,train
straight_64,straight,64.jpg,straight/64.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\64.jpg,726,526,1.38,False,221315d6a78b2ac6e024c10db52edf0b93a74de152172543179da8d66d56450b,10b2b2b2b2b2b2b2,False,,True,pg_straight_002,train
straight_65,straight,65.jpg,straight/65.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\65.jpg,652,620,1.052,False,58b618170e21a374f30792025ae1948b328eb6cca293b12296d55bfa2cce91f6,303ab2b2b2b2b2b0,False,,True,pg_straight_002,train
straight_66,straight,66.jpg,straight/66.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\66.jpg,870,657,1.324,False,d14a47f7b38d92efb9284115bf78183951c498439795c5ec388be107dd673481,c7e5f5a5c3979d06,False,,True,pg_straight_056,train
straight_67,straight,67.jpg,straight/67.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\67.jpg,477,511,0.933,False,98fbc1e2ddde511f9e7692ba864babf4c7b830af24111c37872848f63f7f2b66,b2b23232323232b2,False,,True,pg_straight_002,train
straight_68,straight,68.jpg,straight/68.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\68.jpg,760,726,1.047,False,0f74c268897e46f58191342e0639beffe9de82dfce5bcb4927153b462128d143,2c646568702585cd,False,,True,pg_straight_057,val
straight_69,straight,69.jpg,straight/69.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\69.jpg,365,357,1.022,False,e0764a038a8fbb27b10b30dc7a687b06c2664cfe2b1eb0b441a8fece74383c69,31b1b1b1b1b1b1b1,False,,True,pg_straight_002,train
straight_7,straight,7.jpg,straight/7.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\7.jpg,500,889,0.562,False,49b88370ddcd72e2b93a5aebd6646581afb36b4b0a26a410a24cd9f7086bd2a6,d6d6dedafa5a1e5a,False,,True,pg_straight_058,train
straight_70,straight,70.jpg,straight/70.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\70.jpg,531,400,1.327,False,ade3b91696ea0e41b7aa4a097807baa5aab96af83450e3769f54ce3b5453785f,706c62323232b26c,False,,True,pg_straight_059,val
straight_71,straight,71.jpg,straight/71.jpg,C:\Users\한국전파진흥협회\Desktop\Vision Proj\raw\straight\71.jpg,475,412,1.153,False,cd1403d6d08d3f8ad277243a2d191e531c6ed2e8cfe5d2324305817a4a4f0398,30b6b2b2b2b6b634,False,,True,pg_straight_002,train
